Task,Model,Prompt Length,Quantization,Bites,Device
Summarization,phi-2-GGUF,Short,Q4_K_M,4,Mid-range
Summarization,phi-2-GGUF,Short,Q5_K,5,Mid-range
Summarization,phi-2-GGUF,Short,Q5_K_M,5,flagship
Summarization,phi-2-GGUF,Short,Q6_K,6,flagship
Summarization,phi-2-GGUF,Medium,Q4_0,4,Low-range
Summarization,phi-2-GGUF,Medium,Q4_K,4,Low-range
Summarization,phi-2-GGUF,Medium,Q4_K_M,4,Mid-range
Summarization,phi-2-GGUF,Medium,Q5_K,5,Mid-range
Summarization,phi-2-GGUF,Medium,Q5_K_M,5,flagship
Summarization,phi-2-GGUF,Medium,Q6_K,6,flagship
Summarization,phi-2-GGUF,Long,Q4_0,4,Low-range
Summarization,phi-2-GGUF,Long,Q4_K,4,Low-range
Summarization,phi-2-GGUF,Long,Q4_K_M,4,Mid-range
Summarization,phi-2-GGUF,Long,Q5_K,5,Mid-range
Summarization,phi-2-GGUF,Long,Q5_K_M,5,flagship
Summarization,phi-2-GGUF,Long,Q6_K,6,flagship
Summarization,phi-2-GGUF,Short,Q4_0,4,Low-range
Summarization,phi-2-GGUF,Short,Q4_K,4,Low-range
Summarization,phi-2-GGUF,Short,Q4_K_M,4,Mid-range
Summarization,phi-2-GGUF,Short,Q5_K,5,Mid-range
Summarization,phi-2-GGUF,Short,Q5_K_M,5,flagship
Summarization,phi-2-GGUF,Short,Q6_K,6,flagship
Summarization,phi-2-GGUF,Medium,Q4_0,4,Low-range
Summarization,phi-2-GGUF,Medium,Q4_K,4,Low-range
Summarization,phi-2-GGUF,Medium,Q4_K_M,4,Mid-range
Summarization,phi-2-GGUF,Medium,Q5_K,5,Mid-range
Summarization,phi-2-GGUF,Medium,Q5_K_M,5,flagship
Summarization,phi-2-GGUF,Medium,Q6_K,6,flagship
Summarization,phi-2-GGUF,Long,Q4_0,4,Low-range
Summarization,phi-2-GGUF,Long,Q4_K,4,Low-range
Summarization,phi-2-GGUF,Long,Q4_K_M,4,Mid-range
Summarization,phi-2-GGUF,Long,Q5_K,5,Mid-range
Summarization,phi-2-GGUF,Long,Q5_K_M,5,flagship
Summarization,phi-2-GGUF,Long,Q6_K,6,flagship
Summarization,phi-2-GGUF,Short,Q4_0,4,Low-range
Summarization,phi-2-GGUF,Short,Q4_K,4,Low-range
Summarization,phi-2-GGUF,Short,Q4_K_M,4,Mid-range
Summarization,phi-2-GGUF,Short,Q5_K,5,Mid-range
Summarization,phi-2-GGUF,Short,Q5_K_M,5,flagship
Summarization,phi-2-GGUF,Short,Q6_K,6,flagship
Summarization,phi-2-GGUF,Medium,Q4_0,4,Low-range
Summarization,phi-2-GGUF,Medium,Q4_K,4,Low-range
Summarization,phi-2-GGUF,Medium,Q4_K_M,4,Mid-range
Summarization,phi-2-GGUF,Medium,Q5_K,5,Mid-range
Summarization,phi-2-GGUF,Medium,Q5_K_M,5,flagship
Summarization,phi-2-GGUF,Medium,Q6_K,6,flagship
Summarization,phi-2-GGUF,Long,Q4_0,4,Low-range
Summarization,phi-2-GGUF,Long,Q4_K,4,Low-range
Summarization,phi-2-GGUF,Long,Q4_K_M,4,Mid-range
Summarization,phi-2-GGUF,Long,Q5_K,5,Mid-range
Summarization,phi-2-GGUF,Long,Q5_K_M,5,flagship
Summarization,phi-2-GGUF,Long,Q6_K,6,flagship
Summarization,phi-2-GGUF,Short,Q4_0,4,Low-range
Summarization,phi-2-GGUF,Short,Q4_K,4,Low-range
Summarization,phi-2-GGUF,Short,Q4_K_M,4,Mid-range
Summarization,phi-2-GGUF,Short,Q5_K,5,Mid-range
Summarization,phi-2-GGUF,Short,Q5_K_M,5,flagship
Summarization,phi-2-GGUF,Short,Q6_K,6,flagship
Summarization,phi-2-GGUF,Medium,Q4_0,4,Low-range
Summarization,phi-2-GGUF,Medium,Q4_K,4,Low-range
Summarization,phi-2-GGUF,Medium,Q4_K_M,4,Mid-range
Summarization,phi-2-GGUF,Medium,Q5_K,5,Mid-range
Summarization,phi-2-GGUF,Medium,Q5_K_M,5,flagship
Summarization,phi-2-GGUF,Medium,Q6_K,6,flagship
Summarization,phi-2-GGUF,Long,Q4_0,4,Low-range
Summarization,phi-2-GGUF,Long,Q4_K,4,Low-range
Summarization,phi-2-GGUF,Long,Q4_K_M,4,Mid-range
Summarization,phi-2-GGUF,Long,Q5_K,5,Mid-range
Summarization,phi-2-GGUF,Long,Q5_K_M,5,flagship
Summarization,phi-2-GGUF,Long,Q6_K,6,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_0,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_K,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_K_M,4,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q5_K,5,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q5_K_M,5,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q6_K,6,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_0,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_K,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_K_M,4,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q5_K,5,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q5_K_M,5,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q6_K,6,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_0,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_K,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_K_M,4,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q5_K,5,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q5_K_M,5,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q6_K,6,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_0,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_K,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_K_M,4,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q5_K,5,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q5_K_M,5,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q6_K,6,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_0,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_K,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_K_M,4,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q5_K,5,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q5_K_M,5,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q6_K,6,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_0,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_K,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_K_M,4,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q5_K,5,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q5_K_M,5,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q6_K,6,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_0,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_K,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_K_M,4,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q5_K,5,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q5_K_M,5,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q6_K,6,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_0,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_K,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_K_M,4,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q5_K,5,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q5_K_M,5,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q6_K,6,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_0,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_K,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_K_M,4,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q5_K,5,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q5_K_M,5,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q6_K,6,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_0,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_K,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q4_K_M,4,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q5_K,5,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q5_K_M,5,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Short,Q6_K,6,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_0,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_K,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q4_K_M,4,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q5_K,5,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q5_K_M,5,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Medium,Q6_K,6,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_0,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_K,4,Low-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q4_K_M,4,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q5_K,5,Mid-range
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q5_K_M,5,flagship
Summarization,TinyLLaMA-1.1B-Chat-v1.0-GGUF,Long,Q6_K,6,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q4_0,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q4_K,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q4_K_M,4,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q5_K,5,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q5_K_M,5,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q6_K,6,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_0,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_K,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_K_M,4,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q5_K,5,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q5_K_M,5,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q6_K,6,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q4_0,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q4_K,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q4_K_M,4,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q5_K,5,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q5_K_M,5,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q6_K,6,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q4_0,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q4_K,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q4_K_M,4,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q5_K,5,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q5_K_M,5,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q6_K,6,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_0,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_K,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_K_M,4,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q5_K,5,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q5_K_M,5,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q6_K,6,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q4_0,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q4_K,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q4_K_M,4,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q5_K,5,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q5_K_M,5,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q6_K,6,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q4_0,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q4_K,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q4_K_M,4,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q5_K,5,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q5_K_M,5,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q6_K,6,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_0,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_K,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_K_M,4,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q5_K,5,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q5_K_M,5,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q6_K,6,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q4_0,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q4_K,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q4_K_M,4,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q5_K,5,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q5_K_M,5,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q6_K,6,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q4_0,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q4_K,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q4_K_M,4,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q5_K,5,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q5_K_M,5,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Short,Q6_K,6,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_0,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_K,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_K_M,4,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q5_K,5,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q5_K_M,5,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Medium,Q6_K,6,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q4_0,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q4_K,4,Low-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q4_K_M,4,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q5_K,5,Mid-range
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q5_K_M,5,flagship
Summarization,stablelm-3b-tuned-alpha-GGUF,Long,Q6_K,6,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_0,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_K,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_K_M,4,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q5_K,5,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q5_K_M,5,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q6_K,6,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_0,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_K,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_K_M,4,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q5_K,5,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q5_K_M,5,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q6_K,6,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_0,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_K,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_K_M,4,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q5_K,5,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q5_K_M,5,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q6_K,6,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_0,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_K,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_K_M,4,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q5_K,5,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q5_K_M,5,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q6_K,6,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_0,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_K,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_K_M,4,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q5_K,5,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q5_K_M,5,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q6_K,6,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_0,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_K,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_K_M,4,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q5_K,5,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q5_K_M,5,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q6_K,6,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_0,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_K,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_K_M,4,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q5_K,5,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q5_K_M,5,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q6_K,6,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_0,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_K,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_K_M,4,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q5_K,5,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q5_K_M,5,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q6_K,6,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_0,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_K,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_K_M,4,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q5_K,5,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q5_K_M,5,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q6_K,6,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_0,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_K,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_K_M,4,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q5_K,5,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q5_K_M,5,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Short,Q6_K,6,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_0,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_K,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_K_M,4,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q5_K,5,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q5_K_M,5,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q6_K,6,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_0,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_K,4,Low-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_K_M,4,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q5_K,5,Mid-range
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q5_K_M,5,flagship
Summarization,Mistral-7B-Instruct-v0.2-GGUF,Long,Q6_K,6,flagship
Summarization,Gemma-7B-it-GGUF,Short,Q4_0,4,Low-range
Summarization,Gemma-7B-it-GGUF,Short,Q4_K,4,Low-range
Summarization,Gemma-7B-it-GGUF,Short,Q4_K_M,4,Mid-range
Summarization,Gemma-7B-it-GGUF,Short,Q5_K,5,Mid-range
Summarization,Gemma-7B-it-GGUF,Short,Q5_K_M,5,flagship
Summarization,Gemma-7B-it-GGUF,Short,Q6_K,6,flagship
Summarization,Gemma-7B-it-GGUF,Medium,Q4_0,4,Low-range
Summarization,Gemma-7B-it-GGUF,Medium,Q4_K,4,Low-range
Summarization,Gemma-7B-it-GGUF,Medium,Q4_K_M,4,Mid-range
Summarization,Gemma-7B-it-GGUF,Medium,Q5_K,5,Mid-range
Summarization,Gemma-7B-it-GGUF,Medium,Q5_K_M,5,flagship
Summarization,Gemma-7B-it-GGUF,Medium,Q6_K,6,flagship
Summarization,Gemma-7B-it-GGUF,Long,Q4_0,4,Low-range
Summarization,Gemma-7B-it-GGUF,Long,Q4_K,4,Low-range
Summarization,Gemma-7B-it-GGUF,Long,Q4_K_M,4,Mid-range
Summarization,Gemma-7B-it-GGUF,Long,Q5_K,5,Mid-range
Summarization,Gemma-7B-it-GGUF,Long,Q5_K_M,5,flagship
Summarization,Gemma-7B-it-GGUF,Long,Q6_K,6,flagship
Summarization,Gemma-7B-it-GGUF,Short,Q4_0,4,Low-range
Summarization,Gemma-7B-it-GGUF,Short,Q4_K,4,Low-range
Summarization,Gemma-7B-it-GGUF,Short,Q4_K_M,4,Mid-range
Summarization,Gemma-7B-it-GGUF,Short,Q5_K,5,Mid-range
Summarization,Gemma-7B-it-GGUF,Short,Q5_K_M,5,flagship
Summarization,Gemma-7B-it-GGUF,Short,Q6_K,6,flagship
Summarization,Gemma-7B-it-GGUF,Medium,Q4_0,4,Low-range
Summarization,Gemma-7B-it-GGUF,Medium,Q4_K,4,Low-range
Summarization,Gemma-7B-it-GGUF,Medium,Q4_K_M,4,Mid-range
Summarization,Gemma-7B-it-GGUF,Medium,Q5_K,5,Mid-range
Summarization,Gemma-7B-it-GGUF,Medium,Q5_K_M,5,flagship
Summarization,Gemma-7B-it-GGUF,Medium,Q6_K,6,flagship
Summarization,Gemma-7B-it-GGUF,Long,Q4_0,4,Low-range
Summarization,Gemma-7B-it-GGUF,Long,Q4_K,4,Low-range
Summarization,Gemma-7B-it-GGUF,Long,Q4_K_M,4,Mid-range
Summarization,Gemma-7B-it-GGUF,Long,Q5_K,5,Mid-range
Summarization,Gemma-7B-it-GGUF,Long,Q5_K_M,5,flagship
Summarization,Gemma-7B-it-GGUF,Long,Q6_K,6,flagship
Summarization,Gemma-7B-it-GGUF,Short,Q4_0,4,Low-range
Summarization,Gemma-7B-it-GGUF,Short,Q4_K,4,Low-range
Summarization,Gemma-7B-it-GGUF,Short,Q4_K_M,4,Mid-range
Summarization,Gemma-7B-it-GGUF,Short,Q5_K,5,Mid-range
Summarization,Gemma-7B-it-GGUF,Short,Q5_K_M,5,flagship
Summarization,Gemma-7B-it-GGUF,Short,Q6_K,6,flagship
Summarization,Gemma-7B-it-GGUF,Medium,Q4_0,4,Low-range
Summarization,Gemma-7B-it-GGUF,Medium,Q4_K,4,Low-range
Summarization,Gemma-7B-it-GGUF,Medium,Q4_K_M,4,Mid-range
Summarization,Gemma-7B-it-GGUF,Medium,Q5_K,5,Mid-range
Summarization,Gemma-7B-it-GGUF,Medium,Q5_K_M,5,flagship
Summarization,Gemma-7B-it-GGUF,Medium,Q6_K,6,flagship
